comment,label
ija zour lmanate9 l7oudoudia fstra chy nadeb,neutre
brabi slim rya7i ma tchametach fina lklab w t7ana,positif
CHIB W 3IB,negatif
el 9afila tassir we elkilabou tanbah bravo slim riyahi,negatif
waktech mrawah ya slouma rana nisténéou fil autorisation mté3ik fi les joueures ili béch njibohom mikeri nater minyewi en plus ya slouma yarhim bouk jadid lil ya3koubi rana hachitna bih ya slouma jibilna entreneure de valeure ya slouma rahou 3am sné kol wéhid béch yithasib donc tilhélna yarhim bouk bil jam3iya rana fadina rana krahna il koura fi jorrit il mortazka ili ykaourou tawa ya slouma nadhif les véstieres kol joueure 3andou chillit il marah mté3ou ya slouma wallina nikhsrou m3a stade ili hatta bil minime jamais ribhitna ya slouma rahi le club aména fi yidik ya slouma 3andik ili tibki 3lih énas 3andik jam3iyit echa3b yahdik rabi rahou ma3adich nosbrou rani n3ich fi almania mais rani nitnefiss haja ismha le club africain,negatif
b tbi3a 7a9ek hada,positif
inchallah aidkom mabrouk,positif
normalement eli 3ando abonnement yji yechri teskra mouch ye5dho ken eli mso7bine lotfi eli howa mouch rajel,negatif
شكون جا بعد مرض علاء بالسرطان الله يشفيه,neutre
allah yarheemhom amaa teelhé chwaaay b jaaam3iaaa beleeehi w yeezzina bléé siiyeessa raak faadetnaa,positif
omou 9hba,negatif
nhebo nhezo lboutoula tawa tawa hhhhhhhh,positif
savedir koi mafemech 7al ena fech 9a3ad na3mal et tu peu me donneeee nr de certain responsabl en tunisie,neutre
moch lmochkla fik feli tjeb fihom m3ak,negatif
lien hannibal cvp,neutre
arrete de copier britney spears,negatif
mrigel had khouna,positif
klay m3allem min frankfurt ta7iya ch3b m3ak titre 9wi,positif
hedhi keteb ha borhen bsayess,neutre
men 3indna khawf yi7lam bih aldhaher,neutre
astuce blush molka hedha,neutre
a7na m3ak ya si silm jemhour le club elkol m3ak,positif
dima mtarhinaa,positif
shouf hada lklip leli sar 7al tounes,neutre
Bent bledi ezyen w torbya w glayeb alf mabrouk 😚😘😙,positif
e5dem 3la rou7ek rabbi m3ak w nchallah etwensa elkol m3ak,positif
espece de vendu au qatar tu nous prends pour des idiots imbecile avec ton expulsion de l ambassadeur syrien tu es passe maitre dans la realisation des basses oeuvre de tes chefs qataris zabour omok el kaba ya miboun,negatif
edanadik oujouh elou7 o5orjo men pagna hedhi page t5ous awled elghalya akahaw mahich mte3 joumhouh elmasra7 tzzt,negatif
Ensan tafeh,negatif
Hhh yeser masta,negatif
tunes berjelha ta7ya tunes,positif
jadet 3lina hhhh nazih jeda jeda,negatif
you re amazing i enjoy watching your videos,positif
7ata el laptop el jdid men 8h sbé7 l 5 lil,neutre
il y eu de rien faire voila une chose a vs accorder,neutre
good feeling bro,positif
allah yar7imhom kollhom,positif
absolument juste ana jeune president jam3yet echabeb ltanmia erifia w charkt fi el 7amla eta7sisia mte3 l isie w bel7a9 chabeb 3azef tamamen 3l etsjil,negatif
soooo fake n stupid,negatif
savedir koi mafemech 7al ena fech 9a3ad na3mal et tu peu me donneeee nr de certain responsabl en tunisie,neutre
kol al mosanada inna al batila kanna zahoukan,neutre
ta3raf 3lech bech nsawwatlek 3ala 5atrek nhessek zawweli w t7es b zawweli bravo marzouki,positif
kaysa el cafe el yom,neutre
w cha3malna fel chaine youtube,neutre
hassen soltani,neutre
ana m3a chabeb ou kan ja thama wa7d as8r men slim rani ent5btou haka 3leh bech nent5b slim,positif
toz fikom kamcha kleb,negatif
hhh e zanntour seblou omou w m tseblouch sidou el hhh,negatif
Rabi yahdi ma5lak 😩,negatif
battel erap,negatif
haaahaa waraatnaa fyy flouuss o mchyyt,negatif
yy papa,neutre
ahhhhhhhhhhhhhhhhh meskina tounis,negatif
l lunettes maywariwech mli7 yal moncef,neutre
si slim rana manech enabrou wenti tbarkallah te5dem fi 5edma kbira ama brabi ya si slim rahou ben belkechef elli casoni 5atih welli th3ib barcha tacticment w5asatan fi changemonet yeser yghafes rahou lclub maygedha ken entreneur tounsi wentreneur tounsi lezm ykoun kofe2 wmathabina weld jam3ia kima 9ayes el ya39oubi walla 5aled ben ya7ya lezm 3andou karizma wnchallah rabi m3ana wm3ak ama cazoni degage wallah mayjich entreneur,negatif
twa7chtkom mn dork,positif
ma yatla3 ken hel hemil il moujeim 3andou yid fi 7keyit soussa,negatif
brabi kathrelnna min nancy 3ajremm mara wala thninn fi thlatha,positif
application chneya svp,neutre
ana ma3omri ktabt komonter alah yahdik mazal tandmi omnieti nchuf omi tabki 3liya ana mrida om haja 3adima,negatif
makhybik ma ta3rafech t9alid hhhh,negatif
b1 dit mech question char3ia question matbadel chay ba3d thwoira,positif
ach khas kan syatik lyoum tfaye9 elhoukouma ejdida bach takhou 9ararat kima haka wthasseb soura9 liblab w sayeb 3lina mil bka 3alli fat,negatif
haja fort walah,positif
allah y5allik ya slouma,positif
kol 3am w ca 5obzetna,neutre
bahi ya 5oya jaoihar fibalik ili tarajit thib 3al hadad ana ya jaihir thid jmal ama m3a elhadad jmal 3alfaza akho,negatif
hlowa hethiiiiiiiiiiiiiiiiiiiii hhhhhhhhhhhh,positif
slim riahi golna d5ili ahsan gol fi tonis lazim ytam tajdid 3akdo oi tahsin thorofo akbar 5alta kan njibo gol binzarat,neutre
er7al dighaj neyek,negatif
slim ye ryehi 3asbaa lil l etoile w taraji,negatif
حلقة عالمية علخر خاصة كي بدر خطف بدر الصغير هه,positif
tfouh mella chleka,negatif
w ken yzidou yetna7aw chneya tkiun el réaction sincèrement,neutre
ech 3andekk lahhhassa,negatif
wala a7la wala arwa3 tab2a dima m3alim,positif
allah yar7mou o yna3mo,positif
7ay tathamen men 7aja ?,neutre
ramzi enta ech mdakhlak bourjoulya,negatif
merci 5ir min 3irek,positif
oussama bennani,neutre
hhahahhahahahhah azla3333333,positif
kifeh ena7i l vu belehi,negatif
a3mlouli abonné 3ala chaine te3i,neutre
nharek mobarek slouma ya m3alem,positif
ye mhasen heyy,neutre
brabi n7ebou tenue kif mta3 atletico madrid mooooooooch 3aaaaadiiii,positif
belehy bara nayek 3,negatif
Starfoula loiasim,neutre
t7in bel kilo,negatif
reka rejela,neutre
Lotfy m3alem,positif
bon chance si moncef,positif
Mra mounadhla wma3ande man9oul faha,positif
les tueurs hh barcha 7ogra hhhhhhh,negatif
مفيدة الفاجرة مسلسل شبه ارهابي,negatif
bravo louled titre 3alemi big up brothers ya3tikom essa7a rabbi m3akom ou bonne continuité,positif
wnou l eclip origianl,negatif
wa9tech bech yedimari maktab iti7ad elwatani fi el7amma,neutre
mabrook 3lik rabi yahafdolk,positif
hadha mech ghrib 3la slim riahi vive ca,positif
mba3d masabito slim ryahi w 3imad rya7i w abna2 nadi lya39obi w l2a5awen sillimi ism3o rchid ech ye7ki,negatif
3idkom mabrouk nas lkoll,positif
ou 3ama jaw in challa a7la ama lazim wa9fa is7i7a,positif
sami braham shut up inti alach ma twalich leader de ton propre partie polique puisque tu donne des conseilles a cpr chut up and fuck off morone i dont need your opinions to make my mide up i have full trust in dr monsef marzougui,negatif
lazzeem tchufuu 7al hadhy partie l hand w l arbitrage hakka mala l foot kiféh,negatif
machi fibalhom bili9raya bech i7ilo ilwadha3,negatif
inchallah rabbi ijaazik ala khir alitaamlou,positif
وين مشين بها هال البلاد راهو عيب عليكوم يلزمنا نشدوا في ديننا و نرسخوا الأخلاق في أولادنا,negatif
ليش ميغالو عربي,neutre
belahi la7touch fi tunis nafis elmawdhi3 wa7id iji wa7id bech iseb la5ir,negatif
rak mast rak last afchel rapeur choftou f 7yety,negatif
ili 3ando carte d handicape yod5el,neutre
فف مل مستوي,negatif
dawlet lfsed,negatif
hh Bravo sami 3ajbnii barcha دنيا اخرى,positif
hhhhhhhhhhhhhhhhhhhh esache ité3i bil bluetooth sa7bi yimchi wa7dou,neutre
toz zid n3awdouha fi match fat7 ribati moto 8adi,negatif
3affes rana m3ak,negatif
les hommes wlh tahiyati kbira min jazayer,positif
ana me3andiche thi9a fi el9atha eltounsi el7ekem will 3edel rabbi,positif
benzerti jouweret kol hredhom karel alinaaa benzerti,negatif
rabi y5alis wa7lou,positif
walahi j en ai marre,negatif
hhhhhhhhhhhhhhhhhh 7ta fl handball 5asrin,negatif
nik ommik el 9a7ba ya aèmed abdellawi,negatif
m3a wa9tech yebda,neutre
jardin de carthage testana fik maryoum,positif
alf mabrouk 3e9bel elmourakkeb erriadhi,positif
اكبر عيب على ممثل قدير مثل عبد الحميد ان بتفوه بكلام غير لائق اخلاقيا دون احترام العائلة التونسية بقدر ما كنا مجتمعين حول البرنامج بقدر ما تفرقنا بمجرد تلفظه بكلام نابي هنا وجب منه ان يعتذر من العائلات التونسية,negatif
ti bellahi fok 3lina bla sebsi bla politique alha kan bel ca tiiik rana mrodhna za777,negatif
vive bedjboub bravo,positif
kol chay katbuh zayed lhdit,neutre
efhmoooooha ya zééééééébi efhmooooha,negatif
ahla mzewdi fik ya tounes,positif
rabi ma3ke silm,positif
bravo pour tous slouma,positif
bonne chance jam3iya,positif
sǻlłệm nø ûr hahou sahbeek houni lazemk twli clubistia,neutre
hatta inta 3melet el3ar barra khalles ejoueret 4chouhour mouch khalssin rahi fathiha,negatif
erajel ya7ki 3la mochkelt cha3b ji3an wentoma ta7kiw 3al kora,negatif
les grands equipe yelzem 3andhom o moins 15 o 16 bon joueur w a7na ltawa ma3andnech 7ata 11 bons joueurs s7i7 si slim entouma 9a3din te5dmo fi 5edma kbira w 5thit blasa kbira fi 9loubna mais raho mazalet 3andkom 5edma a propo effectif na7na ma7achtnech b samba sow w karl max ma7achtnech bjouwaret bel montalité mta3om 5ater l club akber men ay joueur mahma kan cv mta3o mafatna chay najmo njibo fi blasethom clottey howa a9wa yaser men karl max w njibo alexis wala ay pivot e5er de grand calibre,positif
مافهمتش الضحة لي فهمها يشرح لنا,neutre
walahi omniti n9ablek taw,positif
raja3 montassar wl3elmi wna7i lmortaz9a weli nas7ek bma3loul bech ykor 3lik f 2016,neutre
waktech yibd el match ana fi 3omen w mabinetna heures win bech y3adiweh,neutre
ye5i msawer fl mexico,neutre
ya5ii normal ntoum t5aliyouna akk,negatif
brava ech3andek feli y9oulou fih enabara enti m3alem,positif
saha m3alm dima m3ak nfrom soussa 3,positif
Stoufa ya m3alem ou aghanik dima ya3mlou jaw,positif
teba3 menho enti ya weld el 9a7ba hhhhhhhhhh,negatif
jawona a7la jawo,positif
97ab teklachi f b3adhha,negatif
m3allem si slim mat5afech a7na m3ak w rabi m3ak,positif
amine rabi m3a si slim,positif
voir la traduction,neutre
محلاها هيا اما الميكانيك احلى,positif
raja3 flous libya tawa hatta slm mabgach tasma3ha eli motghati brezeg nass 3eryen,negatif
اسم الرياح ريح واسم العاصفة عاصفة,neutre
ملا سلعة لا أخلاق و لا تربية و لا منظر,negatif
galla thawra kkkkkkkkkkkkkkkk,negatif
masset barcha p,negatif
ena mchit womi mra kbira matchoufich mli7 3ala5atir liktib jiyda 9oultilhoum 5alini nsa3idha m5alouni 9alouli leeeee kifech t7ibouna nsawtou,negatif
l entourage ma3rouf le7ya w 3mitro 9mech ouwelli lz i chi5,negatif
درجة الحرارة في المنستير اليوم 25 درجة مئوية,neutre
raja3lek tafsir el 7adith elli 9ara el yom,neutre
o m g wa9teeeh tahbeeet ya a l a,positif
bon anni w ntmana nchouf ferjani sasi e 7amza mathlouth w bounjah w harbaoui hamdi et bin youssef syem w hak tkoun jam3ya kamla a 100,positif
ta3ref ye mo9ref touns mechiya wti7 ken chleyk eli kifk ken jit n3ich fi touns manji froukh ma n,negatif
al yawm kant mashrou3 gdid fi tounes,neutre
chkoun dkhal mechi fi belou gga kifi,neutre
a3tinaa ili bih el feydaa winti lehili b souriya w girhaa walah ndimet ili 3titeek soutii,negatif
M3allém bou7mid 3 bonne continuation 3 rabbi ywaf9ék,positif
seif islam libre,neutre
حطولي اشتراك وادعموني,neutre
vous êtes trop beaux,positif
Gayr 3adi ahla sitkom bravo sami,positif
si slim lazmek ta9ef m3a 3ayeltou,positif
kol sare9 tla7eslou kamcha kleb,negatif
سعر الحليب اليوم 2 دينار للليتر,neutre
3andi lik 7al hayel barcha,positif
hata mén7ét amal manéch 5altine a3léha,negatif
boutoulaaaaaaaaaaaaa beb jdidddddddddddd nchallah caaa ya dawwwlaaaaaa,positif
rakliya bou rasba,neutre
salam 3la helaa,neutre
rabi ya7yi ljami3 lamthelou,positif
bravo y m3alem,positif
nique l media,negatif
blastek wadhha y m3aleeem,positif
rabi m3ak winchala yasm3ou minik les faux politiciens,positif
slime yame3alme,positif
aya winek 9rib yadhen hhhhh,positif
mala san3a 7fathtouha bech ta3mlou el buz manech mneykin lhaderja bech nsad9oukom,negatif
fa9ou biya,positif
walah im3alim,positif
bravo slim ryehi elli 9oltou klem tahfoun enta dhrabtelna 3safer bsarouuuu555 wahed,positif
mamistik w marakik 3yich wildi,negatif
tounsi yechfini w yechfik,positif
une fille ingrate meskina omha tsarf ma testahèlch,negatif
a part les penaltys korbi w yaakoubi jeyhom be thema nahna hethe kol stenesna bih yezina mel klem nehebo faal khater kima kotlek kbal baad bech tethat enti awel wehed fi fom medfaa,negatif
بجاه ربي يا إدارة قناة الحوار التونسي ، توا هذا شلاكة تخدموا فيه معاكم يا شلاكة يا شكيب,negatif
Fanen kbir 9imma fil akhle9 wil hichma win challah ykoun 9odwa lil fanfnin illi lkolhom lkolhom mechyin lil 3re wil khle,positif
ravi im3ana,positif
enti sidhom ya m3allem,positif
Mala 8acha w mala 7ala pff,negatif
bled lhachya w daz,negatif
ya5i haka t3ich wtf,negatif
iji nhar we yandmou nbara hadhoma 7ata homa matansin bal fa9er mizirya nsa man 3am 1996 lala 3am 2008 mahazouch 7ata botoula 12 ans,neutre
artmasta music hahahah mchal9a,negatif
yet7akem fi tounes bel anglais haahha,negatif
menna w 7bibti mnin mn7ab tafahna 3al 7aditha ely jawbet 3alena,neutre
rabi ywaf9ek,positif
3awdet ettajammo3 hal marra bnokha libiya,positif
5alit 3alina blasa,positif
men 8ir matemchi kifk 7ata homen,neutre
da5louha b3adhha,negatif
bla bla,negatif
kol 3am wenta b5ir yam3alem ca dima fi3enik,positif
kalb inti ya maklouf matjich rajal inti thib tkarib libled yakli darik,negatif
l bravo slouma,positif
ch 9al,neutre
باا رشا تموسيط وتجبد في فريق اكبر منك تي سقف داركم يتيح ولافريقي متا تيحش,negatif
9alou 7kouma ahaya les homme dafere chta3mele bravo,positif
majeri norked labes toksed dhamirha merteh khaterha ma aamlt chyy ama torked bl dwe ml shock,negatif
alah yarhmkom,positif
alah y 7mikom,positif
daym n9t3ou wa7di j fais confiance a moi berk pa au coiffteuse,positif
bara howa wajha tgoul metarbag 3lih mendef hhhhh rou7 zehez rou7,negatif
Bara ma5ybek teff,negatif
bekri guallou hada lkoll,neutre
خييت مللا مناظر,negatif
barnamej sa5if w mon7at a5la9iyan,negatif
bourjoulia 9wiya ken nechrou joueur men man city echneya post mta3ou,positif
ha9 wa maslahet nedina faw9a kol el i3tibarat,positif
el 7aoua taa sousse lbard w el 5ar w el ri7 fi shahr avril,neutre
atfeh jem3iya ca we joumhourha etfeh minha mais jbour allah 8aleb,negatif
Brabbi nahiew manel 3mara masta barcha merci,negatif
kifach tethabet 3la internet,neutre
bellehi si slim bou no9ta barra emch ken tnayek wallit ffhem fi syesset edouwal ken fl7t rak fl7et fil club africain niahhhhhhhh,negatif
الشيطان اشب منو الخييت,negatif
raje3 gandoura w 7ot m3ah walid ben amor ness tefhem hand mouch jebli ness lé 3la9a,neutre
si slim svp a3mél page l7ezbek w page o5ra lel leclub,neutre
3amlou tiit 5ater ma y7ebbouch ychawhoulou som3tou si nour elli ennes el kol ta3ref elli howa wlia w 3an jadara zeda,negatif
hhhhhhhhh yezou men hazen ethin rana 2019 yeki jee yechkilek,negatif
mamset din rabkom ohhhhh,negatif
nechri ticket nmedha lechkoun 3la khater nekhdem,neutre
taw jat akbar anou nahda ihtalit 65 nas kol intakbit nahda fi karij yaka mat3almouch mili 3amlato wakt chado hokm yaka shiha lahkaya wfi dakil tounis fama achkas min nahda ydoro 3la diyar wya3tiw fi flos li nas wyakdo fi nwamir bitakat ta3rif bech yintakbo houma fi bok3it nas li nahda wgalou mahda hiya ili bech tirbah lintikabét jawbouni shïha lahkaya,neutre
hadi tofla t7asha banto mech marti mnin yroh fi janbo tafrah lfarho wtahazan lhozno 7asatha ta3raf kolach wrajalha ya7kilha lakbira wasghira en tt les ana 7asathom sad9ine wnaja7 howa lkadab rabi yahdikom wafrat,negatif
5edma tni k firass,positif
ma7la zink,positif
hani 9assit tawa si slim 571,neutre
ija llelpage hethi w irkech samedi soir sur fb,neutre
allhomma a7feth walidina,positif
zit 7akem wala zit zitouna,neutre
pleaseeee look at your messages 9a3dine n7awelou npartagiw message pour ce soir à 20h ennes lkol mel sta7 wella mel balcon avec nos torches wella ey nawa3 mel lumiere w nghanniw notre hymn national,negatif
9addech krahtkom wwalit net9azezz menkom,negatif
وقتاش تفتح المطاعم عند الساحة بعد العشية ,neutre
ahla sloma bourjoulia a3mel match barage w to5rj m3lem w tmana3 li blad,positif
chemda5lk enti ye si la5ra aandha 7atta jaych khwet enti chemdakhlk matha9lk w maremzek 9adekch me tete7mlch go get a life,negatif
7ata houwa 3awrilha walit fdhayi7 w chraf w3aridh mta3 nass l3alim yitfarij fih 3iiiiiiiib,negatif
Loutfi machla 3lik Wink hal8iba m3dch tethhour fi tlv,negatif
kafar ya sahbi,positif
rohy ostri rohk za3ma mouslma lmout aÿ griba lik bweh rah tgabli rabk nhar okher b new look li ki wjhk wla bf3aylk w matgoulich ndir lkhir aw dhaher lha9,negatif
titre ki sormk,negatif
vous aggravez votre situation,negatif
si hamadi beji allah yerham fommik w ykather minnik ennes,positif
Ta7iyatna sayed lwazir,positif
ana ensen mouhayed ama kifech just ba3ed mahat saif hkeyet lflag saret lahkeya hethi kifech sobhan rabi il kolha fi 2012 w lkolha fard nhar ma3neha howa nek bnet tounes just some logic ena ma3 hata had to be honest just watching,negatif
déja safa9na l mazembé wil cocou w mezelna bech nsaf9ou il jam3iya tnikom 7ata law kenet makabi 7aïfa,negatif
lellahi ma a3ta wa lellahi ma akhadha inna lellahi wa enna lallahi raji3oun allah yarhmou w yorzok ahlou assaber al jamil,neutre
Vraiment braavvoo,positif
hata enti min nafta,neutre
ضايع فييها و مصطك زاده,negatif
tounsi y9ol 3ala ar5ees anwa3 protin,positif
hh slim bazzoula,negatif
maghir ma twassi hethika fi 9loubna allah ma akbar ghalak,negatif
nchallah jey 5ir 5edma bhya,positif
tfouh 3lih howa w marto,negatif
l9otb sur tout,neutre
